local_timestamp,connect_timestamp,flight_timestamp,raw_packet_timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,max_g,temp,pressure,P_alt,lon,lat,Alt,vel_n,vel_e,vel_d,fix_type,ejection,launch
1753386288.171814,0.3177671432495117,0.0,21378,0.0,0.0,0.99,-0.1,-0.6,-0.5,-10.3,-20.8,-46.8,0.02,0.18,16.87,0,24.89,1007.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386288.3200047,0.4659578800201416,0.698,22076,0.0,0.0,0.99,0.0,0.0,0.0,-10.4,-21.0,-46.8,0.03,0.19,17.09,0,24.9,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386288.4110785,0.5570316314697266,0.748,22126,0.0,0.0,0.99,0.0,0.0,0.0,-10.2,-20.8,-46.7,0.03,0.18,17.09,0,24.9,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386288.5035534,0.6495065689086914,0.806,22184,0.0,0.0,0.99,0.0,0.0,0.0,-10.5,-20.9,-46.4,0.04,0.18,17.1,0,24.9,1007.54,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386288.8795948,1.025547981262207,0.85,22228,0.0,0.0,0.99,-0.3,-0.3,-0.1,-10.3,-20.9,-46.5,0.05,0.19,17.1,0,24.9,1007.54,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386288.9826884,1.1286416053771973,0.923,22301,0.0,0.0,0.99,0.0,0.0,-0.5,-10.3,-20.9,-46.4,0.03,0.17,17.12,0,24.9,1007.54,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.0766385,1.2225916385650635,0.972,22350,0.0,0.0,0.99,0.0,0.0,-0.4,-10.5,-20.9,-46.3,0.03,0.16,17.14,0,24.9,1007.54,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.4043705,1.550323724746704,1.668,23046,0.0,0.0,0.99,0.0,0.0,0.0,-10.6,-20.6,-46.4,0.12,0.2,17.29,0,24.89,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.499026,1.6449792385101318,1.727,23105,-0.01,0.0,0.99,0.0,-0.6,0.5,-10.5,-20.4,-46.1,0.13,0.19,17.28,0,24.89,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.5914714,1.737424612045288,1.771,23149,0.0,0.0,0.99,0.0,0.0,0.0,-10.2,-20.7,-46.2,0.09,0.19,17.32,0,24.9,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.673667,1.819620132446289,1.833,23211,0.0,0.0,0.98,0.0,0.0,-0.4,-10.2,-20.6,-46.1,0.08,0.19,17.32,0,24.89,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.7774923,1.923445463180542,1.873,23251,0.0,0.0,0.99,0.2,-0.1,-0.5,-10.5,-20.6,-45.9,0.1,0.18,17.36,0,24.89,1007.54,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.8812058,2.0271589756011963,1.937,23315,0.0,0.0,0.99,-0.2,-0.5,-0.4,-10.5,-20.9,-46.2,0.1,0.19,17.37,0,24.89,1007.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386289.9757016,2.121654748916626,1.996,23374,0.0,0.0,0.99,0.4,0.1,-0.5,-10.8,-20.7,-46.8,0.07,0.17,17.42,0,24.9,1007.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386290.078513,2.22446608543396,2.041,23419,0.0,0.0,0.99,0.0,0.1,-0.4,-10.5,-20.8,-46.2,0.07,0.19,17.43,0,24.9,1007.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386290.161517,2.3074700832366943,2.089,23467,0.0,0.0,0.99,0.0,0.0,0.0,-10.5,-20.8,-46.4,0.08,0.19,17.43,0,24.9,1007.54,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386290.253445,2.3993980884552,2.164,23542,0.0,0.0,0.99,0.3,0.0,-0.7,-10.2,-20.8,-46.3,0.09,0.18,17.45,0,24.9,1007.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386290.353725,2.499678134918213,2.222,23600,0.0,0.0,0.99,0.0,0.0,0.0,-10.5,-20.8,-46.4,0.09,0.2,17.46,0,24.9,1007.54,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386291.6974382,3.8433914184570312,3.549,24927,0.0,-0.03,0.98,1.1,0.5,-2.7,-22.2,-11.3,-44.9,-0.47,0.11,-8.79,0,24.9,1007.53,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386291.8533928,3.9993460178375244,4.249,25627,-0.06,0.03,1.0,8.3,18.6,-55.8,-8.3,-16.7,-46.0,3.28,-0.49,19.87,0,24.9,1007.53,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386292.360804,4.5067572593688965,4.299,25677,-0.07,0.05,1.01,2.5,12.4,-66.3,-6.7,-17.0,-46.6,3.79,-0.43,21.73,0,24.9,1007.53,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386292.46423,4.610183238983154,4.358,25736,-0.12,0.02,0.93,2.4,-3.3,-55.7,-4.2,-17.1,-46.9,4.17,-0.58,26.55,0,24.9,1007.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386292.5535934,4.699546575546265,4.417,25795,-0.09,0.0,0.95,5.8,-8.3,-50.0,-3.4,-17.2,-46.9,4.03,-0.55,28.64,0,24.9,1007.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386292.8712425,5.017195701599121,5.099,26477,0.0,0.04,1.0,-0.4,-11.1,86.3,-15.3,-16.9,-43.1,-0.79,3.39,14.35,0,24.89,1007.53,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386292.9618914,5.107844591140747,5.162,26540,0.0,0.04,0.94,-13.6,-12.5,34.2,-17.6,-15.8,-43.4,-1.38,3.13,12.11,0,24.89,1007.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386293.0441163,5.1900694370269775,5.221,26599,0.05,0.03,1.0,-8.7,-1.5,49.9,-19.7,-14.0,-42.6,-2.23,2.48,7.71,0,24.89,1007.53,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386293.1525486,5.29850172996521,5.265,26643,0.1,0.0,0.99,-5.5,3.8,57.7,-20.6,-13.2,-42.7,-2.36,2.16,6.15,0,24.89,1007.53,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386293.2442775,5.390230655670166,5.325,26703,0.06,0.01,1.01,-4.8,11.0,57.2,-21.8,-10.7,-43.2,-2.0,1.54,1.16,0,24.89,1007.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386293.4789438,5.624897003173828,5.374,26752,0.05,0.0,1.0,-3.0,10.5,56.2,-22.7,-10.2,-43.6,-1.77,1.3,-0.52,0,24.89,1007.53,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386293.5641313,5.710084438323975,5.449,26827,0.02,0.0,0.99,1.5,5.4,35.4,-23.9,-7.6,-43.2,-1.19,1.16,-5.09,0,24.89,1007.54,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386294.2790155,6.424968719482422,6.125,27503,0.06,-0.06,0.98,2.0,-15.5,17.7,-33.6,16.9,-38.7,-2.49,-2.55,-40.86,0,24.89,1007.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386295.1550534,7.301006555557251,7.536,28914,-0.01,-0.04,1.01,-6.7,8.0,-57.5,-4.5,-9.9,-47.2,0.28,-2.93,33.48,0,24.88,1007.53,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386295.2615342,7.407487392425537,7.585,28963,-0.01,-0.05,1.0,-4.69,8.2,-61.0,-3.7,-9.4,-47.2,0.42,-3.16,35.25,0,24.88,1007.53,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386295.35282,7.498773097991943,7.645,29023,0.0,-0.05,1.01,-8.7,8.7,-66.4,-0.9,-8.9,-47.9,0.66,-3.8,40.24,0,24.88,1007.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386295.4268794,7.5728325843811035,7.689,29067,-0.01,-0.09,0.99,-6.8,9.3,-63.6,-0.5,-8.6,-48.6,0.73,-4.12,42.16,0,24.88,1007.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753386295.8043346,7.950287818908691,7.752,29130,-0.05,-0.1,0.99,-5.1,11.0,-56.0,0.9,-7.6,-48.8,0.88,-4.46,44.64,0,24.88,1007.53,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
