local_timestamp,connect_timestamp,flight_timestamp,raw_packet_timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,max_g,temp,pressure,P_alt,lon,lat,Alt,vel_n,vel_e,vel_d,fix_type,ejection,launch
1753290569.076075,1.7289104461669922,0.0,2660,0.0,0.0,0.99,0.0,0.0,0.0,-21.5,-9.1,-34.1,0.32,0.31,-0.67,0,23.74,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1753290569.430108,2.0829434394836426,0.0,2798,0.0,0.0,0.99,0.0,0.0,0.0,-21.4,-9.1,-34.4,0.33,0.31,-0.67,0,23.74,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1753290570.983222,3.6360573768615723,0.0,3894,0.0,0.0,0.99,0.0,0.0,0.0,-21.6,-9.0,-33.9,0.33,0.31,-0.67,0,23.72,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1753290572.0391138,4.691949129104614,0.0,5644,0.0,0.0,0.99,0.0,0.0,0.0,-21.6,-9.3,-34.3,0.32,0.31,-0.67,0,23.75,1009.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1753290573.6513307,6.304166078567505,0.0,5685,0.0,0.0,0.99,0.0,0.0,0.0,-21.6,-9.3,-34.3,0.32,0.31,-0.67,0,23.75,1009.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1753290577.5527382,10.205573558807373,0.0,10930,0.0,0.01,0.99,0.0,0.0,0.0,-21.6,-8.4,-33.9,0.32,0.31,-0.69,0,23.73,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1753290579.1248827,11.77771806716919,1.02,11950,0.0,0.01,0.99,0.0,0.0,0.0,-21.1,-8.4,-34.8,0.33,0.32,-0.7,0,23.72,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
1753290585.9474764,18.600311756134033,8.223,19153,-0.01,0.1,1.0,0.92,-1.77,19.93,0.1,-18.7,-48.0,-0.09,-0.34,23.4,0,23.75,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290587.286082,19.93891739845276,10.131,21061,-0.05,0.0,1.0,-0.4,5.14,-9.6,-13.9,-8.8,-41.1,0.55,-0.07,21.47,0,23.77,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290587.6464283,20.29926371574402,10.215,21145,0.0,0.0,0.99,-2.47,-0.73,-5.83,-130.0,0.0,0.0,0.57,-0.23,22.5,0,23.77,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290588.560085,21.212920427322388,10.251,21181,0.0,0.0,0.99,-2.47,-0.73,-5.83,-130.0,0.0,0.0,0.57,-0.23,22.5,0,23.77,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290590.2295027,22.882338047027588,12.985,23915,0.05,0.0,0.99,6.3,3.62,-3.15,-1.0,-16.3,-36.1,-2.24,0.23,62.5,0,23.73,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290590.7376633,23.390498638153076,13.084,24014,0.05,0.0,0.99,6.3,3.62,-3.15,-1.0,-16.3,-36.1,-2.24,0.23,62.5,0,23.74,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290592.1206787,24.77351403236389,14.08,25010,0.03,0.0,0.99,0.68,-2.46,10.09,-3.1,-15.9,-37.0,0.25,0.21,55.0,0,23.76,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290593.3202221,25.973057508468628,15.975,26905,0.04,-0.01,0.95,-8.01,-38.34,-9.83,7.8,-13.2,0.0,-1.8,0.94,80.48,0,23.78,1009.91,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290593.5560722,26.20890760421753,16.059,26989,0.12,-0.02,1.0,-20.33,-15.48,-20.26,5.0,-10.9,-34.3,-7.25,2.23,81.86,0,23.78,1009.9,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290594.686,27.33883547782898,17.092,28022,0.34,-0.23,0.87,-11.7,-4.57,15.99,-7.7,-3.2,-36.1,-25.15,3.58,78.43,0,23.8,1009.9,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290595.6683922,28.321227550506592,17.94,28870,-0.02,0.05,0.96,47.19,24.13,28.0,-5.8,-10.9,-37.4,-5.04,-1.9,53.69,0,23.79,1009.9,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290596.5162153,29.169050693511963,18.911,29841,0.08,-0.04,0.98,0.5,-15.15,9.47,-8.4,-15.4,-34.2,-3.67,0.34,44.68,0,23.78,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290598.036273,30.68910837173462,20.038,30968,0.0,-0.02,0.99,0.32,-0.78,3.3,-9.9,-15.2,-35.2,-0.09,0.16,39.12,0,23.76,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290599.3647969,32.017632246017456,21.816,32746,0.85,0.31,0.43,-20.99,-17.94,-29.25,-21.7,-31.0,97.0,-44.47,52.07,29.35,0,23.79,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290600.6402307,33.29306602478027,22.742,33672,0.73,0.66,0.06,-0.1,0.28,-1.54,-2.6,-27.8,20.9,-60.2,82.99,28.49,0,23.77,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290601.4953299,34.148165225982666,23.721,34651,0.73,0.67,0.05,0.0,0.0,0.0,-1.8,-28.2,21.9,-60.94,82.99,27.75,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290602.6220036,35.27483892440796,24.674,35604,0.73,0.67,0.06,0.0,0.0,0.0,-1.1,-28.3,22.0,-61.37,82.97,27.33,0,23.8,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290603.4761143,36.1289496421814,25.827,36757,0.73,0.67,0.06,0.0,0.0,0.0,-1.0,-28.3,22.2,-61.57,82.97,27.13,0,23.75,1009.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290604.177193,36.83002829551697,26.743,37673,0.73,0.67,0.05,0.0,0.0,0.0,-1.1,-28.4,22.1,-61.62,82.97,27.08,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290605.5129166,38.165751934051514,26.839,37769,0.73,0.67,0.05,0.0,0.0,0.0,-1.2,-28.2,22.0,-61.66,82.97,27.04,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290606.8882537,39.54108905792236,28.672,39602,0.73,0.67,0.05,0.0,0.0,0.0,-1.0,-28.3,21.9,-61.57,82.96,27.13,0,23.78,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290611.0302646,43.68309998512268,33.12,44050,0.73,0.67,0.05,0.0,0.0,0.0,-1.3,-28.9,22.1,-61.5,82.97,27.19,0,23.8,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290611.7341726,44.38700795173645,34.104,45034,0.73,0.67,0.05,0.0,0.0,0.0,-1.6,-29.7,21.3,-61.43,82.97,27.26,0,23.79,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290612.8516817,45.50451707839966,35.131,46061,0.73,0.67,0.05,0.0,0.0,0.0,-1.5,-28.9,22.1,-61.46,82.96,27.24,0,23.76,1009.96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290618.4153702,51.06820559501648,41.397,52327,0.73,0.67,0.05,0.0,0.0,0.0,-0.8,-28.6,21.7,-61.49,82.97,27.21,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290618.520621,51.17345643043518,41.438,52368,0.73,0.67,0.05,0.0,0.0,0.0,-0.8,-28.6,21.7,-61.49,82.97,27.21,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290618.889192,51.54202747344971,41.576,52506,0.73,0.67,0.05,0.0,0.0,0.0,-1.0,-28.4,21.6,-61.44,82.97,27.26,0,23.78,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290618.9829535,51.635788917541504,41.6,52530,0.73,0.67,0.05,0.0,0.0,0.0,-1.0,-28.4,21.6,-61.44,82.97,27.26,0,23.78,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290619.2031279,51.85596323013306,41.648,52578,0.73,0.67,0.05,0.0,0.0,0.0,-1.0,-28.4,21.6,-61.44,82.97,27.26,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290620.121138,52.77397346496582,41.764,52694,0.73,0.67,0.05,0.0,0.0,0.0,-0.6,-28.4,21.5,-61.44,82.97,27.26,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290621.7105339,54.36336922645569,43.783,54713,0.73,0.67,0.05,0.0,0.0,0.0,-1.3,-28.4,21.5,-61.5,82.97,27.19,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290622.2818847,54.934720039367676,44.691,55621,0.73,0.67,0.05,0.0,0.0,0.0,-1.0,-29.0,21.1,-61.53,82.98,27.17,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290623.3872783,56.04011368751526,45.687,56617,0.73,0.67,0.05,0.0,0.0,0.0,-1.1,-29.1,21.5,-61.54,82.98,27.16,0,23.78,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290623.846477,56.49931240081787,46.654,57584,0.72,0.67,0.06,0.0,0.0,0.0,-0.6,-28.8,21.4,-61.61,82.98,27.09,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290624.4878168,57.14065217971802,46.708,57638,0.72,0.67,0.06,0.0,0.0,0.0,-0.6,-28.8,21.4,-61.61,82.98,27.09,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290625.6037307,58.25656604766846,47.731,58661,0.73,0.67,0.05,0.0,0.0,0.0,-0.7,-28.9,21.3,-61.51,82.98,27.18,0,23.8,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290626.4495254,59.10236072540283,48.754,59684,0.73,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.0,-61.53,82.97,27.17,0,23.79,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290627.7174642,60.37029957771301,49.678,60608,0.73,0.67,0.05,0.0,0.0,0.0,-0.9,-28.7,21.6,-61.51,82.97,27.19,0,23.8,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290628.9716432,61.624478578567505,50.747,61677,0.73,0.67,0.05,0.0,0.0,0.0,-1.6,-29.3,21.8,-61.56,82.96,27.14,0,23.82,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290630.9338741,63.58670949935913,53.415,64345,0.73,0.67,0.05,0.0,0.0,0.0,-2.1,-27.8,21.5,-61.43,82.96,27.26,0,23.8,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290631.9768257,64.62966108322144,53.506,64436,0.73,0.67,0.05,0.0,0.0,0.0,-2.1,-27.6,21.7,-61.44,82.96,27.26,0,23.8,1009.95,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290633.2023425,65.8551778793335,55.32,66250,0.47,0.78,0.22,-23.4,60.12,3.67,2.7,-38.8,17.6,37.63,72.39,109.25,0,23.82,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290636.4762228,69.12905812263489,57.202,68132,0.23,0.28,0.8,-16.26,11.21,0.86,-8.2,-39.8,-17.5,3.55,26.54,72.62,0,23.81,1009.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290637.5049891,70.15782451629639,60.069,70999,0.14,0.09,0.91,4.11,-7.54,-2.42,-9.5,-32.3,-25.2,2.27,12.17,53.16,0,23.81,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290637.880266,70.53310132026672,60.168,71098,0.1,0.2,0.97,-5.04,2.2,-1.69,-9.5,-33.7,-23.0,3.54,14.27,53.93,0,23.81,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290639.0035589,71.65639424324036,61.098,72028,0.29,0.46,0.82,20.03,-18.12,-12.89,-8.9,-40.5,-10.6,7.96,31.92,63.11,0,23.82,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290640.39211,73.04494547843933,62.095,73025,0.74,0.59,0.08,6.0,2.79,-8.83,-12.8,-37.5,24.4,-26.43,80.75,42.3,0,23.81,1009.94,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290643.5090003,76.16183567047119,65.786,76716,0.97,0.14,0.18,0.0,0.0,0.0,-30.7,-21.4,22.5,-74.22,48.4,-7.8,0,23.81,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290644.3604054,77.01324081420898,66.783,77713,0.97,0.13,0.18,0.0,0.0,0.0,-30.5,-22.1,22.7,-74.24,48.34,-7.82,0,23.83,1009.92,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
1753290646.2620456,78.91488099098206,68.607,79537,0.97,0.13,0.18,0.0,0.0,0.0,-30.5,-22.4,22.5,-74.26,48.27,-7.84,0,23.83,1009.93,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1
