[Description]
Chute 0:,Not Ejected,Chute 1:,Attitude,Chute 2:,Altitude,Chute 3:,Timer,Chute 4:,Remote Forced
Launch 0:,Not Launched,Launch 1:,Launched
[Data]
TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz,Roll,Pitch,Yaw,maxG,T,P,P_alt,fix,Lon,Lat,Alt,VN,VE,VD,Chute,Launch,Canard1,Canard2,Canard3,Canard4
8398,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,40.00,0.00,-39.80,2.38,10.02,-1.08,1.00,42.39,1006.16,-0.24,3,126.7849274,37.3936157,30.18,-0.00,0.01,-0.03,0,0,1490,1515,1580,1530
8462,-0.18,-0.04,0.97,0.00,-0.40,0.00,39.80,-0.10,-40.20,2.38,10.02,-1.08,1.00,42.38,1006.16,-0.26,3,126.7849274,37.3936157,30.18,0.00,0.00,-0.00,0,0,1490,1515,1580,1530
8535,-0.18,-0.04,0.97,0.00,-0.30,-0.10,40.00,0.20,-39.50,2.39,10.02,-1.08,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,30.18,0.00,0.00,-0.00,0,0,1490,1515,1580,1530
8614,-0.18,-0.04,0.98,0.00,-0.30,0.00,39.80,0.10,-39.80,2.39,10.02,-1.08,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.18,0.00,0.00,-0.00,0,0,1490,1515,1580,1530
8689,-0.18,-0.04,0.97,0.00,-0.40,-0.20,39.70,0.40,-39.70,2.39,10.02,-1.08,1.00,42.39,1006.16,-0.25,3,126.7849274,37.3936157,30.19,-0.00,-0.00,-0.00,0,0,1490,1515,1580,1530
8762,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.70,0.00,-39.80,2.39,10.03,-1.11,1.00,42.39,1006.16,-0.21,3,126.7849274,37.3936157,30.19,-0.00,-0.00,-0.00,0,0,1490,1515,1580,1530
8840,-0.18,-0.03,0.97,0.00,-0.30,-0.20,39.80,0.00,-39.50,2.39,10.03,-1.11,1.00,42.39,1006.16,-0.23,3,126.7849274,37.3936157,30.19,-0.00,-0.00,-0.00,0,0,1490,1515,1580,1530
8916,-0.18,-0.03,0.97,0.00,-0.30,0.00,39.90,0.00,-39.40,2.39,10.02,-1.12,1.00,42.39,1006.16,-0.24,3,126.7849274,37.3936157,30.19,-0.00,-0.00,-0.00,0,0,1490,1515,1580,1530
8989,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.60,0.00,-39.70,2.39,10.02,-1.13,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.17,0.01,0.01,0.01,0,0,1490,1515,1580,1530
9068,-0.18,-0.04,0.97,-0.10,-0.40,-0.10,39.70,0.10,-39.50,2.39,10.03,-1.13,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.17,0.01,0.01,0.01,0,0,1490,1515,1580,1530
9141,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.90,0.00,-39.70,2.39,10.02,-1.13,1.00,42.38,1006.16,-0.27,3,126.7849274,37.3936157,30.17,0.01,0.01,0.01,0,0,1490,1515,1580,1530
9231,-0.18,-0.03,0.97,0.00,-0.40,-0.20,39.50,0.30,-39.80,2.39,10.02,-1.14,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.16,0.01,0.01,0.02,0,0,1490,1515,1580,1530
9290,-0.18,-0.03,0.97,-0.10,-0.40,-0.10,39.60,0.00,-40.00,2.39,10.02,-1.14,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.16,0.01,0.01,0.02,0,0,1490,1515,1580,1530
9382,-0.18,-0.03,0.97,-0.10,-0.30,-0.20,39.60,0.00,-39.70,2.38,10.02,-1.16,1.00,42.38,1006.17,-0.31,3,126.7849274,37.3936157,30.16,0.01,0.01,0.02,0,0,1490,1515,1580,1530
9441,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,39.50,-0.10,-39.90,2.38,10.02,-1.17,1.00,42.38,1006.17,-0.31,3,126.7849274,37.3936157,30.15,0.01,-0.01,0.03,0,0,1490,1515,1580,1530
9517,-0.18,-0.04,0.98,-0.10,-0.30,-0.30,39.80,0.30,-39.50,2.39,10.02,-1.16,1.00,42.38,1006.17,-0.29,3,126.7849274,37.3936157,30.15,0.01,-0.01,0.03,0,0,1490,1515,1580,1530
9604,-0.18,-0.04,0.97,0.00,-0.40,-0.20,40.00,0.00,-39.70,2.39,10.02,-1.16,1.00,42.38,1006.17,-0.31,3,126.7849274,37.3936157,30.15,0.01,-0.01,0.03,0,0,1490,1515,1580,1530
9669,-0.18,-0.04,0.97,0.00,-0.30,0.00,39.80,0.00,-39.80,2.39,10.02,-1.15,1.00,42.38,1006.17,-0.31,3,126.7849274,37.3936157,30.15,0.01,-0.01,0.03,0,0,1490,1515,1580,1530
9744,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.90,0.10,-39.60,2.39,10.02,-1.14,1.00,42.38,1006.17,-0.34,3,126.7849274,37.3936157,30.14,-0.02,-0.01,-0.02,0,0,1490,1515,1580,1530
9832,-0.18,-0.03,0.97,0.00,-0.50,-0.10,39.60,0.00,-39.80,2.39,10.02,-1.16,1.00,42.39,1006.17,-0.33,3,126.7849274,37.3936157,30.14,-0.02,-0.01,-0.02,0,0,1490,1515,1580,1530
9896,-0.18,-0.03,0.97,0.00,-0.30,-0.20,40.00,0.20,-40.00,2.38,10.02,-1.15,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,30.14,-0.02,-0.01,-0.02,0,0,1490,1515,1580,1530
9971,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,39.80,0.00,-39.80,2.39,10.02,-1.16,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.13,0.01,0.01,0.10,0,0,1490,1515,1580,1530
10057,-0.18,-0.04,0.97,0.00,-0.40,-0.30,39.60,0.00,-39.70,2.39,10.02,-1.15,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.13,0.01,0.01,0.10,0,0,1490,1515,1580,1530
10122,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.70,0.10,-39.90,2.39,10.02,-1.15,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,30.13,0.01,0.01,0.10,0,0,1490,1515,1580,1530
10196,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.70,-0.10,-40.10,2.39,10.02,-1.17,1.00,42.39,1006.16,-0.29,3,126.7849274,37.3936157,30.12,-0.01,-0.00,-0.02,0,0,1490,1515,1580,1530
10275,-0.18,-0.03,0.97,-0.10,-0.40,0.00,39.70,0.00,-39.90,2.39,10.02,-1.17,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,30.12,-0.01,-0.00,-0.02,0,0,1490,1515,1580,1530
10350,-0.18,-0.03,0.97,0.00,0.00,0.00,39.60,0.00,-40.30,2.39,10.02,-1.16,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.12,-0.01,-0.00,-0.02,0,0,1490,1515,1580,1530
10423,-0.18,-0.03,0.97,-0.10,-0.30,-0.20,39.60,0.20,-39.40,2.38,10.02,-1.16,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.12,-0.01,-0.00,-0.02,0,0,1490,1515,1580,1530
10501,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.90,-0.10,-39.60,2.39,10.02,-1.17,1.00,42.39,1006.16,-0.23,3,126.7849274,37.3936157,30.11,-0.02,-0.00,0.02,0,0,1490,1515,1580,1530
10577,-0.18,-0.04,0.97,0.00,-0.40,-0.10,39.70,-0.30,-39.90,2.39,10.02,-1.16,1.00,42.39,1006.16,-0.22,3,126.7849274,37.3936157,30.11,-0.02,-0.00,0.02,0,0,1490,1515,1580,1530
10650,-0.18,-0.04,0.97,0.00,-0.30,0.00,39.60,-0.20,-39.60,2.39,10.02,-1.15,1.00,42.39,1006.16,-0.24,3,126.7849274,37.3936157,30.11,-0.02,-0.00,0.02,0,0,1490,1515,1580,1530
10727,-0.18,-0.04,0.97,0.00,-0.40,-0.20,39.70,0.10,-39.70,2.39,10.02,-1.15,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.10,-0.01,0.01,0.02,0,0,1490,1515,1580,1530
10800,-0.18,-0.03,0.97,0.00,-0.50,-0.10,40.10,0.10,-39.80,2.38,10.02,-1.15,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,30.10,-0.01,0.01,0.02,0,0,1490,1515,1580,1530
10889,-0.18,-0.03,0.97,-0.20,-0.30,-0.30,39.70,-0.10,-39.80,2.38,10.02,-1.15,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.10,-0.01,0.01,0.02,0,0,1490,1515,1580,1530
10953,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,39.90,0.10,-40.10,2.38,10.02,-1.16,1.00,42.39,1006.16,-0.25,3,126.7849274,37.3936157,30.09,0.01,0.02,0.05,0,0,1490,1515,1580,1530
11027,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,40.10,0.40,-39.80,2.39,10.02,-1.14,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.09,0.01,0.02,0.05,0,0,1490,1515,1580,1530
11114,-0.18,-0.04,0.97,-0.10,-0.40,-0.10,39.90,0.30,-39.60,2.39,10.02,-1.12,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.09,0.01,0.02,0.05,0,0,1490,1515,1580,1530
11191,-0.18,-0.03,0.97,-0.10,-0.40,-0.10,39.90,0.00,-39.90,2.39,10.02,-1.11,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.08,0.02,0.00,-0.06,0,0,1490,1515,1580,1530
11264,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.90,0.00,-39.60,2.39,10.01,-1.09,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,30.08,0.02,0.00,-0.06,0,0,1490,1515,1580,1530
11336,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.70,0.00,-40.00,2.38,10.01,-1.10,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.08,0.02,0.00,-0.06,0,0,1490,1515,1580,1530
11414,-0.18,-0.04,0.98,-0.10,-0.30,-0.30,40.10,0.00,-39.60,2.38,10.01,-1.09,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,30.08,0.02,0.00,-0.06,0,0,1490,1515,1580,1530
11489,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.70,0.00,-39.80,2.39,10.02,-1.08,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,30.07,-0.02,0.01,0.07,0,0,1490,1515,1580,1530
11566,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.40,0.00,-40.20,2.39,10.01,-1.09,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,30.07,-0.02,0.01,0.07,0,0,1490,1515,1580,1530
11641,-0.18,-0.03,0.97,0.00,-0.40,-0.40,39.80,-0.10,-39.70,2.39,10.01,-1.09,1.00,42.40,1006.16,-0.25,3,126.7849274,37.3936157,30.07,-0.02,0.01,0.07,0,0,1490,1515,1580,1530
11715,-0.18,-0.04,0.97,0.00,-0.40,-0.20,40.00,0.20,-39.80,2.39,10.01,-1.10,1.00,42.40,1006.17,-0.30,3,126.7849274,37.3936157,30.05,-0.02,0.00,0.05,0,0,1490,1515,1580,1530
11794,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.90,0.20,-39.60,2.39,10.02,-1.10,1.00,42.40,1006.17,-0.31,3,126.7849274,37.3936157,30.05,-0.02,0.00,0.05,0,0,1490,1515,1580,1530
11867,-0.18,-0.03,0.97,0.00,-0.30,-0.20,39.80,-0.10,-39.70,2.38,10.02,-1.10,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,30.05,-0.02,0.00,0.05,0,0,1490,1515,1580,1530
11957,-0.18,-0.04,0.97,-0.10,-0.40,-0.20,40.20,0.10,-39.90,2.38,10.01,-1.10,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,30.03,0.00,0.01,0.08,0,0,1490,1515,1580,1530
12016,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,39.90,0.00,-40.00,2.39,10.01,-1.11,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,30.03,0.00,0.01,0.08,0,0,1490,1515,1580,1530
12089,-0.18,-0.04,0.97,0.00,-0.50,0.00,39.90,0.40,-39.90,2.39,10.01,-1.11,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.03,0.00,0.01,0.08,0,0,1490,1515,1580,1530
12167,-0.18,-0.04,0.97,0.00,-0.40,-0.20,40.00,0.00,-39.90,2.39,10.01,-1.11,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,30.03,0.00,0.01,0.08,0,0,1490,1515,1580,1530
12241,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.80,0.00,-39.80,2.39,10.01,-1.12,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.02,0.00,0.01,0.07,0,0,1490,1515,1580,1530
12329,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.30,0.00,-39.30,2.38,10.01,-1.12,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,30.02,0.00,0.01,0.07,0,0,1490,1515,1580,1530
12393,-0.18,-0.03,0.97,-0.10,-0.40,-0.10,39.90,0.00,-39.80,2.38,10.01,-1.13,1.00,42.39,1006.16,-0.24,3,126.7849274,37.3936157,30.02,0.00,0.01,0.07,0,0,1490,1515,1580,1530
12466,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,39.60,0.10,-40.40,2.38,10.01,-1.14,1.00,42.39,1006.16,-0.24,3,126.7849274,37.3936157,30.01,0.00,0.00,0.07,0,0,1490,1515,1580,1530
12556,-0.18,-0.04,0.97,0.00,-0.30,-0.20,40.10,0.00,-39.50,2.39,10.01,-1.14,1.00,42.39,1006.16,-0.25,3,126.7849274,37.3936157,30.01,0.00,0.00,0.07,0,0,1490,1515,1580,1530
12620,-0.18,-0.03,0.97,0.10,-0.40,-0.20,39.80,-0.10,-40.30,2.39,10.01,-1.14,1.00,42.39,1006.16,-0.23,3,126.7849274,37.3936157,30.01,0.00,0.00,0.07,0,0,1490,1515,1580,1530
12692,-0.18,-0.04,0.97,0.00,-0.30,0.00,39.80,-0.10,-39.90,2.39,10.01,-1.14,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.00,0.03,0.00,0.06,0,0,1490,1515,1580,1530
12771,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,39.70,0.10,-40.10,2.39,10.02,-1.15,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.00,0.03,0.00,0.06,0,0,1490,1515,1580,1530
12846,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.60,0.10,-40.20,2.38,10.01,-1.15,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,30.00,0.03,0.00,0.06,0,0,1490,1515,1580,1530
12919,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.70,0.10,-39.80,2.38,10.01,-1.15,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,30.00,0.03,0.00,0.06,0,0,1490,1515,1580,1530
12998,-0.18,-0.04,0.97,-0.20,-0.30,-0.10,39.50,0.00,-39.70,2.38,10.02,-1.15,1.00,42.39,1006.16,-0.26,3,126.7849274,37.3936157,29.98,0.00,-0.01,0.06,0,0,1490,1515,1580,1530
13086,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.60,-0.30,-40.00,2.39,10.01,-1.15,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,29.98,0.00,-0.01,0.06,0,0,1490,1515,1580,1530
13160,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.80,0.10,-39.90,2.39,10.01,-1.14,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.98,0.00,-0.01,0.06,0,0,1490,1515,1580,1530
13220,-0.18,-0.04,0.97,0.00,-0.40,-0.10,40.00,0.20,-39.70,2.39,10.01,-1.14,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.95,-0.01,-0.01,0.01,0,0,1490,1515,1580,1530
13292,-0.18,-0.04,0.97,0.00,-0.30,0.00,39.60,-0.10,-39.60,2.39,10.02,-1.13,1.00,42.39,1006.17,-0.32,3,126.7849274,37.3936157,29.95,-0.01,-0.01,0.01,0,0,1490,1515,1580,1530
13402,-0.18,-0.04,0.97,0.00,-0.30,-0.40,40.00,0.40,-39.90,2.38,10.01,-1.12,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.95,-0.01,-0.01,0.01,0,0,1490,1515,1580,1530
13447,-0.18,-0.04,0.97,0.00,-0.30,-0.30,39.80,0.00,-39.80,2.39,10.01,-1.12,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.93,0.00,0.00,-0.06,0,0,1490,1515,1580,1530
13521,-0.18,-0.04,0.97,0.00,-0.40,-0.40,39.80,0.10,-39.80,2.39,10.02,-1.11,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.93,0.00,0.00,-0.06,0,0,1490,1515,1580,1530
13630,-0.18,-0.04,0.97,0.00,-0.50,-0.10,39.90,0.00,-40.10,2.39,10.01,-1.11,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,29.93,0.00,0.00,-0.06,0,0,1490,1515,1580,1530
13675,-0.18,-0.04,0.98,0.00,-0.40,-0.20,39.60,0.00,-40.30,2.39,10.01,-1.10,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,29.93,0.00,0.00,-0.06,0,0,1490,1515,1580,1530
13763,-0.18,-0.04,0.97,0.00,-0.40,-0.30,40.10,-0.50,-40.00,2.39,10.01,-1.12,1.00,42.39,1006.16,-0.27,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.08,0,0,1490,1515,1580,1530
13843,-0.18,-0.03,0.97,-0.10,-0.30,0.00,39.70,0.00,-40.20,2.39,10.02,-1.12,1.00,42.39,1006.17,-0.33,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.08,0,0,1490,1515,1580,1530
13902,-0.18,-0.04,0.97,0.00,-0.30,-0.10,40.30,0.00,-39.40,2.39,10.02,-1.12,1.00,42.40,1006.17,-0.35,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.08,0,0,1490,1515,1580,1530
13990,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,39.90,0.00,-40.00,2.39,10.02,-1.14,1.00,42.39,1006.17,-0.31,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.07,0,0,1490,1515,1580,1530
14054,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,39.90,0.30,-39.80,2.39,10.02,-1.13,1.00,42.39,1006.17,-0.33,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.07,0,0,1490,1515,1580,1530
14128,-0.18,-0.04,0.97,0.00,-0.30,-0.20,39.80,0.30,-39.70,2.39,10.02,-1.14,1.00,42.39,1006.17,-0.33,3,126.7849274,37.3936157,29.91,0.00,0.00,-0.07,0,0,1490,1515,1580,1530
14206,-0.18,-0.04,0.97,0.00,-0.50,-0.20,39.90,-0.10,-40.20,2.40,10.02,-1.15,1.00,42.40,1006.17,-0.30,3,126.7849274,37.3936157,29.91,0.01,0.00,-0.04,0,0,1490,1515,1580,1530
14282,-0.18,-0.04,0.97,-0.10,-0.40,-0.20,39.70,0.20,-40.10,2.40,10.02,-1.14,1.00,42.40,1006.17,-0.30,3,126.7849274,37.3936157,29.91,0.01,0.00,-0.04,0,0,1490,1515,1580,1530
14370,-0.18,-0.03,0.97,0.00,-0.40,-0.20,40.00,0.10,-40.20,2.39,10.02,-1.14,1.00,42.40,1006.17,-0.31,3,126.7849274,37.3936157,29.91,0.01,0.00,-0.04,0,0,1490,1515,1580,1530
14432,-0.18,-0.03,0.98,-0.10,-0.30,0.00,39.60,0.00,-40.10,2.39,10.02,-1.14,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.91,0.03,0.00,-0.02,0,0,1490,1515,1580,1530
14507,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.90,0.20,-39.50,2.39,10.02,-1.14,1.00,42.39,1006.17,-0.30,3,126.7849274,37.3936157,29.91,0.03,0.00,-0.02,0,0,1490,1515,1580,1530
14596,-0.18,-0.04,0.97,-0.10,-0.40,-0.20,39.60,0.20,-39.80,2.39,10.02,-1.15,1.00,42.40,1006.17,-0.30,3,126.7849274,37.3936157,29.91,0.03,0.00,-0.02,0,0,1490,1515,1580,1530
14659,-0.18,-0.04,0.97,0.00,-0.40,-0.10,40.10,-0.10,-40.30,2.39,10.02,-1.15,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,29.91,0.03,0.00,-0.02,0,0,1490,1515,1580,1530
14749,-0.18,-0.04,0.97,0.00,-0.40,-0.10,39.80,-0.20,-39.60,2.39,10.02,-1.15,1.00,42.40,1006.16,-0.25,3,126.7849274,37.3936157,29.91,-0.00,0.00,-0.02,0,0,1490,1515,1580,1530
14821,-0.18,-0.04,0.97,0.10,-0.30,-0.10,39.70,0.00,-39.90,2.38,10.02,-1.15,1.00,42.40,1006.16,-0.21,3,126.7849274,37.3936157,29.91,-0.00,0.00,-0.02,0,0,1490,1515,1580,1530
14900,-0.18,-0.03,0.97,-0.10,-0.30,-0.10,39.60,-0.20,-40.20,2.38,10.02,-1.14,1.00,42.40,1006.16,-0.24,3,126.7849274,37.3936157,29.91,-0.00,0.00,-0.02,0,0,1490,1515,1580,1530
14974,-0.18,-0.04,0.97,-0.10,-0.30,-0.30,39.50,0.30,-39.70,2.38,10.02,-1.14,1.00,42.40,1006.16,-0.24,3,126.7849274,37.3936157,29.90,0.01,0.00,0.03,0,0,1490,1515,1580,1530
15048,-0.18,-0.04,0.97,0.00,-0.30,0.00,40.10,0.00,-39.50,2.38,10.01,-1.13,1.00,42.40,1006.15,-0.19,3,126.7849274,37.3936157,29.90,0.01,0.00,0.03,0,0,1490,1515,1580,1530
15140,-0.18,-0.03,0.97,0.00,-0.50,-0.20,39.60,0.00,-39.80,2.39,10.02,-1.13,1.00,42.39,1006.15,-0.19,3,126.7849274,37.3936157,29.90,0.01,0.00,0.03,0,0,1490,1515,1580,1530
15215,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.60,0.30,-40.10,2.39,10.02,-1.11,1.00,42.39,1006.16,-0.21,3,126.7849274,37.3936157,29.90,0.04,0.03,0.06,0,0,1490,1515,1580,1530
15289,-0.18,-0.04,0.97,-0.10,-0.30,0.00,39.70,-0.10,-39.70,2.39,10.02,-1.13,1.00,42.40,1006.16,-0.26,3,126.7849274,37.3936157,29.90,0.04,0.03,0.06,0,0,1490,1515,1580,1530
15367,-0.18,-0.04,0.97,0.00,-0.40,0.00,39.60,0.00,-39.80,2.39,10.02,-1.14,1.00,42.39,1006.16,-0.28,3,126.7849274,37.3936157,29.90,0.04,0.03,0.06,0,0,1490,1515,1580,1530
15440,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,40.10,0.40,-40.00,2.39,10.02,-1.14,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,29.89,0.01,0.01,-0.03,0,0,1490,1515,1580,1530
15530,-0.18,-0.04,0.97,0.00,-0.30,0.00,40.20,0.10,-39.60,2.39,10.02,-1.13,1.00,42.40,1006.17,-0.31,3,126.7849274,37.3936157,29.89,0.01,0.01,-0.03,0,0,1490,1515,1580,1530
15608,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,40.50,0.10,-40.00,2.39,10.02,-1.12,1.00,42.39,1006.17,-0.31,3,126.7849274,37.3936157,29.89,0.01,0.01,-0.03,0,0,1490,1515,1580,1530
15682,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,40.00,0.00,-39.70,2.39,10.02,-1.12,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.05,0,0,1490,1515,1580,1530
15771,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.70,0.30,-40.30,2.39,10.02,-1.12,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.05,0,0,1490,1515,1580,1530
15830,-0.18,-0.04,0.97,0.00,-0.30,-0.10,39.80,0.10,-39.70,2.39,10.02,-1.12,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,0.01,0.05,0,0,1490,1515,1580,1530
15923,-0.18,-0.03,0.97,0.00,-0.30,-0.20,40.30,0.40,-40.10,2.39,10.02,-1.12,1.00,42.39,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,0.01,0.05,0,0,1490,1515,1580,1530
15998,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,40.20,0.00,-40.00,2.39,10.02,-1.11,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,0.01,0.05,0,0,1490,1515,1580,1530
16208,-0.18,-0.04,0.97,0.00,-0.40,-0.20,39.50,-0.10,-39.70,2.39,10.02,-1.14,1.00,42.40,1006.16,-0.28,3,126.7849274,37.3936157,29.90,-0.01,-0.00,-0.00,0,0,1490,1515,1580,1530
16283,-0.18,-0.03,0.98,-0.10,-0.30,-0.10,39.80,0.10,-40.10,2.39,10.02,-1.14,1.00,42.40,1006.16,-0.28,3,126.7849274,37.3936157,29.90,-0.01,-0.00,-0.00,0,0,1490,1515,1580,1530
16372,-0.18,-0.03,0.97,0.00,-0.30,0.00,40.00,0.10,-39.90,2.39,10.03,-1.14,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.90,-0.01,-0.00,-0.00,0,0,1490,1515,1580,1530
16436,-0.18,-0.04,0.97,-0.10,-0.40,-0.30,39.50,-0.10,-39.70,2.39,10.03,-1.14,1.00,42.40,1006.17,-0.31,3,126.7849274,37.3936157,29.90,-0.00,-0.03,-0.01,0,0,1490,1515,1580,1530
16510,-0.18,-0.04,0.97,-0.10,-0.30,-0.20,39.90,0.00,-40.10,2.39,10.03,-1.15,1.00,42.40,1006.17,-0.32,3,126.7849274,37.3936157,29.90,-0.00,-0.03,-0.01,0,0,1490,1515,1580,1530
16596,-0.18,-0.03,0.98,0.00,-0.30,-0.20,40.10,0.00,-40.00,2.39,10.03,-1.15,1.00,42.40,1006.17,-0.33,3,126.7849274,37.3936157,29.90,-0.00,-0.03,-0.01,0,0,1490,1515,1580,1530
16685,-0.18,-0.03,0.97,0.00,-0.30,-0.10,39.70,0.00,-40.20,2.39,10.03,-1.17,1.00,42.40,1006.17,-0.32,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.00,0,0,1490,1515,1580,1530
16749,-0.18,-0.04,0.97,0.00,-0.30,0.00,40.00,0.30,-39.60,2.39,10.03,-1.18,1.00,42.40,1006.17,-0.31,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.00,0,0,1490,1515,1580,1530
16837,-0.18,-0.04,0.97,0.00,-0.40,-0.10,40.30,0.00,-39.50,2.39,10.03,-1.18,1.00,42.40,1006.17,-0.29,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.00,0,0,1490,1515,1580,1530
16915,-0.18,-0.04,0.97,-0.10,-0.30,-0.10,39.50,0.00,-40.20,2.39,10.02,-1.19,1.00,42.40,1006.17,-0.30,3,126.7849274,37.3936157,29.90,0.02,-0.01,-0.00,0,0,1490,1515,1580,1530
16989,-0.18,-0.04,0.98,0.00,-0.30,-0.20,39.70,-0.10,-39.90,2.39,10.02,-1.20,1.00,42.40,1006.16,-0.27,3,126.7849274,37.3936157,29.90,0.00,0.02,0.01,0,0,1490,1515,1580,1530
