timestamp,local_timestamp,roll,pitch,yaw,P_alt,Alt,ax,ay,az,lat,lon,temp,pressure,vel_n,vel_e,vel_d,ejection
13.73,1752853883.1187649,1.39,-3.08,27.69,655.31,0.0,-0.05,0.01,0.98,0.0,0.0,22.5,1005.36,0.0,0.0,0.0,3
13.984,1752853883.286884,1.38,-3.09,27.7,655.23,0.0,-0.05,0.01,0.99,0.0,0.0,22.49,1005.37,0.0,0.0,0.0,3
14.106,1752853883.4873188,1.38,-3.09,27.7,655.18,0.0,-0.05,0.01,0.93,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
14.349,1752853883.668533,1.39,-3.09,27.7,655.16,0.0,-0.05,0.01,0.99,0.0,0.0,22.47,1005.38,0.0,0.0,0.0,3
14.476,1752853883.8575644,1.39,-3.09,27.7,655.17,0.0,-0.05,0.02,0.99,0.0,0.0,22.47,1005.37,0.0,0.0,0.0,3
14.693,1752853884.0365458,1.39,-3.09,27.7,655.24,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
14.872,1752853884.2155964,1.39,-3.09,27.7,655.18,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
15.027,1752853884.407967,1.39,-3.09,27.7,655.27,0.0,-0.05,0.01,0.99,0.0,0.0,22.49,1005.36,0.0,0.0,0.0,3
15.228,1752853884.5961936,1.39,-3.08,27.7,655.23,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
15.467,1752853884.7744334,1.39,-3.08,27.7,655.27,0.0,-0.05,0.02,0.99,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
15.583,1752853884.9636471,1.39,-3.08,27.7,655.24,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
15.802,1752853885.1529822,1.39,-3.08,27.7,655.3,0.0,-0.05,0.01,0.99,0.0,0.0,22.49,1005.36,0.0,0.0,0.0,3
16.021,1752853885.3433673,1.39,-3.08,27.69,655.26,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
16.204,1752853885.5135157,1.39,-3.08,27.7,655.27,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
16.369,1752853885.7026193,1.39,-3.08,27.7,655.24,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
16.585,1752853885.8835418,1.39,-3.08,27.69,655.25,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
16.702,1752853886.0846376,1.39,-3.08,27.69,655.25,0.0,-0.05,0.01,0.98,0.0,0.0,22.48,1005.37,0.0,0.0,0.0,3
16.891,1752853886.253501,1.39,-3.08,27.69,655.27,0.0,0.0,-0.05,0.01,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
17.109,1752853886.4338467,1.39,-3.09,27.69,655.32,0.0,-0.05,0.01,0.99,0.0,0.0,22.5,1005.36,0.0,0.0,0.0,3
17.261,1752853886.6347344,1.39,-3.09,27.7,655.31,0.0,-0.06,0.01,0.99,0.0,0.0,22.5,1005.36,0.0,0.0,0.0,3
17.449,1752853886.8031785,1.39,-3.08,27.69,655.25,0.0,-0.05,0.01,0.99,0.0,0.0,22.49,1005.37,0.0,0.0,0.0,3
17.638,1752853886.9831307,1.39,-3.08,27.69,655.32,0.0,-0.05,0.01,0.98,0.0,0.0,22.49,1005.36,0.0,0.0,0.0,3
17.867,1752853887.1823022,1.39,-3.08,27.69,655.35,0.0,-0.05,0.01,0.99,0.0,0.0,22.5,1005.35,0.0,0.0,0.0,3
18.003,1752853887.3715909,1.39,-3.08,27.69,655.34,0.0,-0.05,0.02,0.99,0.0,0.0,22.49,1005.35,0.0,0.0,0.0,3
18.25,1752853887.54035,1.39,-3.08,27.69,655.28,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
18.377,1752853887.7311022,1.39,-3.08,27.69,655.26,0.0,-0.05,0.01,0.99,0.0,0.0,22.48,1005.36,0.0,0.0,0.0,3
18.635,1752853887.9205928,1.39,-3.07,27.69,655.3,0.0,-0.05,0.01,0.99,0.0,0.0,22.5,1005.36,0.0,0.0,0.0,3
18.723,1752853888.1109822,1.39,-3.08,27.69,0.0,0.0,-0.05,0.01,0.98,0.0,0.0,22.5,1005.35,0.0,0.0,0.0,3
18.927,1752853888.2803044,1.39,-3.08,27.69,0.02,0.0,-0.05,0.01,0.99,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
19.13,1752853888.4697247,1.39,-3.08,27.69,0.04,0.0,-0.05,0.01,0.98,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
19.286,1752853888.6597352,1.39,-3.08,27.69,0.03,0.0,-0.05,0.01,0.98,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
19.528,1752853888.8497992,1.39,-3.08,27.69,655.33,0.0,-0.05,0.01,0.99,0.0,0.0,22.51,1005.36,0.0,0.0,0.0,3
19.684,1752853889.0297973,1.39,-3.08,27.69,655.35,0.0,-0.05,0.01,0.99,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
19.893,1752853889.2198913,1.39,-3.08,27.69,0.01,0.0,-0.05,0.01,0.99,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
20.053,1752853889.4007256,1.39,-3.08,27.69,0.0,0.0,-0.05,0.01,0.99,0.0,0.0,22.52,1005.35,0.0,0.0,0.0,3
20.279,1752853889.591001,1.39,-3.08,27.69,655.35,0.0,-0.05,0.01,0.99,0.0,0.0,22.51,1005.35,0.0,0.0,0.0,3
20.413,1752853889.7599506,1.39,-3.08,27.69,655.28,0.0,-0.05,0.01,0.99,0.0,0.0,22.5,1005.36,0.0,0.0,0.0,3
20.617,1752853889.947627,1.39,-3.08,27.69,655.22,0.0,-0.05,0.01,0.99,0.0,0.0,22.5,1005.37,0.0,0.0,0.0,3
20.831,1752853890.1370578,1.39,-3.08,27.69,655.17,0.0,-0.05,0.01,0.99,0.0,0.0,22.49,1005.37,0.0,0.0,0.0,3
21.01,1752853890.3281565,1.38,-3.08,27.68,655.18,0.0,-0.05,0.02,0.99,0.0,0.0,22.5,1005.37,0.0,0.0,0.0,3
21.161,1752853890.498438,1.38,-3.07,27.68,655.2,0.0,-0.05,0.02,0.99,0.0,0.0,22.52,1005.37,0.0,0.0,0.0,3
21.382,1752853890.6884365,1.38,-3.08,27.68,655.27,0.0,-0.05,0.01,0.0,0.0,0.0,22.53,1005.36,0.0,0.0,0.0,3
21.585,1752853890.880523,1.38,-3.08,27.68,655.31,0.0,-0.05,0.01,0.99,0.0,0.0,22.53,1005.36,0.0,0.0,0.0,3
21.703,1752853891.0508003,1.38,-3.08,27.68,655.31,0.0,-0.05,0.01,0.98,0.0,0.0,22.52,1005.36,0.0,0.0,0.0,3
21.905,1752853891.2421992,2.07,-2.32,28.49,655.27,0.0,-0.05,0.02,0.94,0.0,0.0,22.52,1005.36,0.0,0.0,0.0,3
22.084,1752853891.421198,0.9,-3.54,33.8,655.27,0.0,-0.03,0.0,1.07,0.0,0.0,22.52,1005.36,0.0,0.0,0.0,3
22.277,1752853891.6136477,1.07,-3.34,42.63,655.29,0.0,-0.13,0.03,1.01,0.0,0.0,22.53,1005.36,0.0,0.0,0.0,3
22.448,1752853891.7950716,0.49,-4.14,50.25,655.3,0.0,-0.06,0.07,1.02,0.0,0.0,22.54,1005.36,0.0,0.0,0.0,3
22.612,1752853891.9883828,0.77,-4.02,52.52,655.27,0.0,-0.05,0.03,0.98,0.0,0.0,22.53,1005.36,0.0,0.0,0.0,3
22.814,1752853892.1690817,1.03,-3.69,52.52,655.21,0.0,0.0,0.03,0.96,0.0,0.0,22.52,1005.37,0.0,0.0,0.0,3
23.014,1752853892.3551605,1.03,-3.69,52.52,655.24,0.0,0.0,0.03,0.96,0.0,0.0,22.52,1005.37,0.0,0.0,0.0,3
23.237,1752853892.527739,1.33,-3.54,52.34,655.23,0.0,-0.06,0.0,0.98,0.0,0.0,22.53,1005.37,0.0,0.0,0.0,3
23.397,1752853892.7192645,1.63,-2.98,52.38,655.23,0.0,-0.03,0.04,0.99,0.0,0.0,22.53,1005.37,0.0,0.0,0.0,3
23.571,1752853892.8989563,1.75,-2.86,52.16,655.31,0.0,-0.06,0.0,0.99,0.0,0.0,22.55,1005.36,0.0,0.0,0.0,3
23.742,1752853893.0993967,1.85,-2.63,52.14,655.33,0.0,-0.03,0.01,0.98,0.0,0.0,22.55,1005.36,0.0,0.0,0.0,3
23.923,1752853893.269393,1.75,-2.63,52.15,655.31,0.0,-0.03,0.02,0.99,0.0,0.0,22.54,1005.36,0.0,0.0,0.0,3
24.09,1752853893.4620292,1.84,-2.78,51.95,0.0,0.0,-0.03,0.04,0.98,0.0,0.0,22.55,1005.35,0.0,0.0,0.0,3
24.315,1752853893.6545055,1.26,-3.78,51.88,655.29,0.0,-0.08,0.0,0.99,0.0,0.0,22.55,1005.36,0.0,0.0,0.0,3
24.493,1752853893.8348265,1.07,-4.08,51.74,655.27,0.0,-0.06,0.0,0.98,0.0,0.0,22.55,1005.36,0.0,0.0,0.0,3
24.645,1752853894.0150464,0.69,-4.19,51.47,655.31,0.0,-0.07,0.0,0.98,0.0,0.0,22.56,1005.36,0.0,0.0,0.0,3
24.827,1752853894.2071452,0.55,-4.15,51.19,655.28,0.0,-0.05,0.0,0.98,0.0,0.0,22.56,1005.36,0.0,0.0,0.0,3
25.048,1752853894.3994312,0.56,-4.01,51.09,655.28,0.0,-0.06,0.0,0.99,0.0,0.0,22.57,1005.36,0.0,0.0,0.0,3
25.24,1752853894.5809722,0.69,-3.59,50.48,655.27,0.0,-0.06,-0.03,1.01,0.0,0.0,22.56,1005.36,0.0,0.0,0.0,3
25.399,1752853894.762729,1.04,-3.49,49.78,655.27,0.0,-0.06,0.02,1.0,0.0,0.0,22.57,1005.36,0.0,0.0,0.0,3
25.579,1752853894.953629,1.09,-3.45,49.64,655.29,0.0,-0.06,0.0,0.98,0.0,0.0,22.58,1005.36,0.0,0.0,0.0,3
25.834,1752853895.1332023,1.11,-3.42,49.54,655.27,0.0,-0.05,0.01,0.99,0.0,0.0,22.57,1005.36,0.0,0.0,0.0,3
25.965,1752853895.3033357,1.11,-3.42,49.54,655.26,0.0,-0.05,0.01,0.99,0.0,0.0,22.57,1005.36,0.0,0.0,0.0,3
26.158,1752853895.4971132,1.12,-3.41,49.53,655.22,0.0,-0.06,0.01,0.98,0.0,0.0,22.56,1005.37,0.0,0.0,0.0,3
26.314,1752853895.6896613,1.12,-3.41,49.53,655.25,0.0,-0.06,0.01,0.99,0.0,0.0,22.56,1005.37,0.0,0.0,0.0,3
26.555,1752853895.8713562,1.12,-3.4,49.52,655.22,0.0,-0.06,0.01,0.99,0.0,0.0,22.55,1005.37,0.0,0.0,0.0,3
26.71,1752853896.051414,1.12,-3.4,49.53,655.23,0.0,-0.06,0.01,0.99,0.0,0.0,22.55,1005.37,0.0,0.0,0.0,3
26.906,1752853896.2328699,1.13,-3.39,49.52,655.2,0.0,-0.05,0.01,0.99,0.0,0.0,22.54,1005.37,0.0,0.0,0.0,3
27.09,1752853896.4245663,1.13,-3.39,49.52,655.21,0.0,-0.06,0.01,0.98,0.0,0.0,22.55,1005.37,0.0,0.0,0.0,3
27.261,1752853896.6163337,1.13,-3.38,49.52,655.3,0.0,-0.05,0.01,0.99,0.0,0.0,22.56,1005.36,0.0,0.0,0.0,3
27.439,1752853896.7894769,1.13,-3.38,49.52,655.35,0.0,-0.05,0.0,0.98,0.0,0.0,22.58,1005.35,0.0,0.0,0.0,3
27.625,1752853896.979754,1.12,-3.38,49.52,0.02,0.0,-0.06,0.0,0.98,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
27.789,1752853897.1703708,1.13,-3.37,49.51,0.04,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.007,1752853897.3511078,1.14,-3.37,49.51,0.04,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.188,1752853897.531687,1.14,-3.37,49.51,0.03,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.367,1752853897.7226844,1.14,-3.37,49.51,0.03,0.0,-0.05,0.0,0.0,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.541,1752853897.9038682,1.14,-3.36,49.51,655.35,0.0,-0.05,0.01,0.98,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.791,1752853898.0945804,1.14,-3.36,49.51,0.02,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
28.942,1752853898.2650976,1.14,-3.36,49.51,0.0,0.0,-0.06,0.01,0.99,0.0,0.0,22.6,1005.35,0.0,0.0,0.0,3
29.159,1752853898.4558253,1.14,-3.36,49.51,655.35,0.0,0.0,0.0,-0.05,0.0,0.0,22.6,1005.35,0.0,0.0,0.0,3
29.343,1752853898.6472833,1.14,-3.36,49.51,655.34,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
29.532,1752853898.8281534,1.14,-3.36,49.51,655.35,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
29.667,1752853899.007871,1.14,-3.36,49.51,655.34,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.35,0.0,0.0,0.0,3
29.875,1752853899.1871245,1.14,-3.36,49.51,655.32,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.36,0.0,0.0,0.0,3
30.005,1752853899.3778768,1.14,-3.35,49.51,655.34,0.0,-0.05,0.01,0.98,0.0,0.0,22.6,1005.35,0.0,0.0,0.0,3
30.269,1752853899.5600019,1.15,-3.35,49.51,655.32,0.0,-0.06,0.01,0.98,0.0,0.0,22.59,1005.36,0.0,0.0,0.0,3
30.404,1752853899.751901,1.15,-3.35,49.51,655.32,0.0,-0.06,0.01,0.99,0.0,0.0,22.59,1005.36,0.0,0.0,0.0,3
30.579,1752853899.9324963,1.15,-3.35,49.51,655.27,0.0,-0.06,0.01,0.99,0.0,0.0,22.58,1005.36,0.0,0.0,0.0,3
30.777,1752853900.1241646,1.15,-3.35,49.51,655.25,0.0,-0.06,0.01,0.99,0.0,0.0,22.58,1005.37,0.0,0.0,0.0,3
30.953,1752853900.2949271,1.15,-3.35,49.51,655.25,0.0,-0.06,0.01,0.98,0.0,0.0,22.58,1005.37,0.0,0.0,0.0,3
31.123,1752853900.4864924,1.15,-3.35,49.51,655.25,0.0,-0.06,0.01,0.99,0.0,0.0,22.57,1005.37,0.0,0.0,0.0,3
31.31,1752853900.6689205,1.15,-3.35,49.51,655.25,0.0,-0.05,0.01,0.99,0.0,0.0,22.58,1005.37,0.0,0.0,0.0,3
31.561,1752853900.8622065,1.15,-3.35,49.51,655.28,0.0,-0.05,0.01,0.99,0.0,0.0,22.57,1005.36,0.0,0.0,0.0,3
31.73,1752853901.0318472,1.15,-3.35,49.51,655.2,0.0,-0.06,0.01,0.99,0.0,0.0,22.57,1005.37,0.0,0.0,0.0,3
31.915,1752853901.2174084,1.15,-3.35,49.5,655.23,0.0,-0.05,0.01,0.99,0.0,0.0,22.58,1005.37,0.0,0.0,0.0,3
32.04,1752853901.4096682,1.16,-3.35,49.5,655.27,0.0,-0.06,0.01,0.99,0.0,0.0,22.58,1005.36,0.0,0.0,0.0,3
32.296,1752853901.602838,1.15,-3.34,49.51,655.33,0.0,-0.05,0.01,0.99,0.0,0.0,22.59,1005.36,0.0,0.0,0.0,3
