timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,T,P,P_alt,fix,lon,lat,alt,velN,velE,velD,ejection
39916,-0.01,0.0,0.99,0.0,0.0,0.0,13.7,17.8,-45.2,0.52,-0.63,-102.3,24.33,1010.04,654.88,0,0.0,0.0,0.0,0.0,0.0,0.0,0
41091,-0.01,0.0,0.99,0.0,0.0,0.0,14.3,17.7,-45.3,0.52,-0.64,-102.3,24.33,1010.04,654.86,0,0.0,0.0,0.0,0.0,0.0,0.0,0
41143,-0.01,0.0,0.99,0.0,0.0,0.0,14.3,17.7,-45.3,0.52,-0.64,-102.3,24.32,1010.05,654.77,0,0.0,0.0,0.0,0.0,0.0,0.0,0
41212,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,17.9,-45.4,0.52,-0.64,-102.3,24.31,1010.06,654.73,0,0.0,0.0,0.0,0.0,0.0,0.0,0
41303,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,17.9,-45.4,0.52,-0.64,-102.3,24.31,1010.05,654.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0
41394,-0.01,0.0,0.99,0.0,0.0,0.0,13.7,17.9,-45.2,0.52,-0.64,-102.3,24.32,1010.05,654.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0
42814,-0.01,0.01,0.99,0.0,0.0,0.0,14.0,17.8,-45.3,0.52,-0.64,-102.3,24.3,1010.06,654.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0
42867,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,18.0,-45.4,0.52,-0.64,-102.3,24.3,1010.07,654.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0
42936,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,18.0,-45.4,0.52,-0.64,-102.3,24.3,1010.07,654.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0
43062,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,18.0,-45.4,0.52,-0.64,-102.3,24.3,1010.07,654.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44357,-0.01,0.01,0.99,0.0,0.0,0.0,13.9,18.1,-45.4,0.52,-0.64,-102.3,24.31,1010.05,654.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44459,-0.01,0.01,0.99,0.0,0.0,0.0,114.0,18.0,-45.5,0.52,-0.64,-102.31,24.32,1010.05,654.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44581,0.0,0.01,0.99,0.0,0.0,0.0,13.8,17.8,-45.5,0.52,-0.64,-102.31,24.32,1010.05,654.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44714,0.0,0.01,0.99,0.0,0.0,0.0,13.8,17.8,-45.5,0.52,-0.64,-102.31,24.32,1010.05,654.79,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44758,-0.01,0.01,0.99,0.0,0.0,0.0,14.2,17.8,-45.6,0.52,-0.64,-102.31,24.31,1010.05,654.77,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44871,-0.01,0.01,0.99,0.0,0.0,0.0,14.2,17.8,-45.6,0.52,-0.64,-102.31,24.3,1010.06,654.71,0,0.0,0.0,0.0,0.0,0.0,0.0,0
44971,0.0,0.01,0.99,0.0,0.0,0.0,14.0,17.9,-45.5,0.52,-0.64,-102.31,24.3,1010.06,654.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45094,-0.01,0.0,0.99,0.0,0.0,0.0,13.9,18.1,-45.5,0.52,-0.66,-102.31,24.3,1010.06,654.73,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45173,-0.01,0.0,0.99,0.0,0.0,0.0,13.9,18.1,-45.5,0.52,-0.66,-102.31,24.31,1010.06,654.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45275,-0.01,0.0,0.99,0.0,0.0,0.0,13.9,18.1,-45.5,0.52,-0.66,-102.31,24.31,1010.05,654.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45348,-0.01,0.0,0.99,0.0,0.0,0.0,14.0,18.0,-45.4,0.52,-0.63,-102.31,24.32,1010.05,654.81,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45479,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.9,13.5,0.52,-0.63,-102.31,24.32,1010.05,654.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45585,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.9,13.5,0.52,-0.63,-102.31,24.32,1010.05,654.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45711,0.0,0.0,0.99,0.0,0.0,0.0,10.0,0.0,0.0,0.52,-0.63,-102.31,24.32,1010.05,654.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45844,0.0,0.0,0.99,0.0,0.0,0.0,10.0,0.0,0.0,0.52,-0.63,-102.31,24.31,1010.06,654.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0
45919,0.0,0.0,0.99,0.0,0.0,0.0,10.0,0.0,0.0,0.52,-0.63,-102.31,24.31,1010.05,654.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0
46034,-0.01,0.0,0.99,0.0,0.0,0.0,14.1,17.8,-45.0,0.52,-0.64,-102.31,24.32,1010.05,654.76,0,0.0,0.0,0.0,0.0,0.0,0.0,0
46094,-0.01,0.0,0.99,0.0,0.0,0.0,14.6,18.0,-45.1,0.52,-0.64,-102.31,24.33,1010.05,654.81,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47377,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.31,1010.06,654.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47444,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.31,1010.06,654.68,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47523,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.31,1010.07,654.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47586,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.31,1010.07,654.61,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47673,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.31,1010.07,654.64,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47764,-0.01,0.01,0.99,0.0,0.0,0.0,14.1,17.1,-45.2,0.52,-0.64,-102.31,24.32,1010.06,654.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47826,-0.01,0.0,0.99,0.0,0.0,0.0,14.1,17.5,-44.9,0.52,-0.64,-102.31,24.33,1010.06,654.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0
47936,-0.01,0.0,0.99,0.0,0.0,0.0,14.1,17.5,-44.9,0.52,-0.64,-102.31,24.33,1010.06,654.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0
49360,-0.15,0.02,-101.2,0.76,15.07,-1.32,0.5,4.7,-3.3,0.55,-8.91,-101.49,24.3,1010.07,654.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0
