timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,roll,pitch,yaw,T,P,P_alt,fix,lon,lat,alt,velN,velE,velD,ejection
2571,-0.009999999776482582,0.00800000037997961,0.9919999837875366,0.0,0.0,0.0,20.5,8.399999618530273,-45.099998474121094,0.4399999976158142,-0.6000000238418579,-156.25999450683594,23.816951751708984,1004.3800659179688,-0.5117263793945312,0,0.0,0.0,0.0,0.0,0.0,0.0,0
31540,0.07100000232458115,-0.11299999803304672,1.0609999895095825,20.049999237060547,-22.93000030517578,-3.3399999141693115,22.200000762939453,10.100000381469727,-46.5,-4.360000133514404,5.420000076293945,-166.5800018310547,23.960065841674805,1004.3263549804688,-0.05989837646484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0
36932,-0.010999999940395355,0.008999999612569809,0.10000000149011612,0.0,0.0,0.0,-166.6300048828125,0.0,0.0,0.3700000047683716,-0.6100000143051147,-166.6300048828125,23.94219398498535,1004.3486938476562,-0.24749755859375,0,0.0,0.0,0.0,0.0,0.0,0.0,0
40150,-0.012000000104308128,0.00800000037997961,0.9909999966621399,0.0,0.0,0.0,25.100000381469727,8.199999809265137,-44.29999923706055,0.38999998569488525,-0.6100000143051147,-166.6300048828125,23.959089279174805,1004.3515014648438,-0.27127838134765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0
109639,-0.009999999776482582,0.00800000037997961,0.9909999966621399,0.0,0.0,0.0,25.100000381469727,8.300000190734863,-44.099998474121094,0.38999998569488525,-0.6100000143051147,-166.61000061035156,23.979761123657227,1004.3150634765625,0.03522491455078125,0,0.0,0.0,0.0,0.0,0.0,0.0,0
163539,-0.012000000104308128,0.007000000216066837,0.9900000095367432,0.0,0.0,0.0,25.0,8.5,-44.70000076293945,0.38999998569488525,-0.6100000143051147,-166.58999633789062,23.96902847290039,1004.3194580078125,-0.00176239013671875,0,0.0,0.0,0.0,0.0,0.0,0.0,0
189573,-0.009999999776482582,0.006000000052154064,0.9929999709129333,0.0,0.0,0.0,24.700000762939453,8.199999809265137,-43.900001525878906,0.38999998569488525,-0.6200000047683716,-166.58999633789062,23.969968795776367,1004.3119506835938,0.0616455078125,0,0.0,0.0,0.0,0.0,0.0,0.0,0
190873,-0.008999999612569809,0.004999999888241291,0.9929999709129333,0.0,0.0,0.0,24.799999237060547,8.100000381469727,-44.400001525878906,0.4000000059604645,-0.6100000143051147,-166.58999633789062,24.022062301635742,1004.2733764648438,0.384002685546875,0,0.0,0.0,0.0,0.0,0.0,0.0,0
193002,-0.010999999940395355,0.007000000216066837,0.9909999966621399,0.0,0.0,0.0,24.600000381469727,8.300000190734863,-44.099998474121094,0.4000000059604645,-0.6200000047683716,-166.58999633789062,23.988327026367188,1004.3035888671875,0.13034820556640625,0,0.0,0.0,0.0,0.0,0.0,0.0,0
206329,-0.009999999776482582,0.006000000052154064,0.9909999966621399,0.0,0.0,0.0,24.700000762939453,7.699999809265137,-466.5799865722656,0.4000000059604645,-0.6100000143051147,-166.5800018310547,24.014907836914062,1004.2971801757812,0.183197021484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0
